index,antibiotic
17,doripenem
17,ertapenem
17,gentamicin
17,imipenem
17,levofloxacin
17,meropenem
17,minocycline
17,tigecycline
17,trimethoprim-sulfamethoxazole
18,ceftazidime-avibactam
18,doripenem
18,ertapenem
18,meropenem
18,tigecycline
19,aztreonam
19,cefepime
19,ceftazidime-avibactam
19,doripenem
19,ertapenem
19,levofloxacin
19,meropenem
19,piperacillin-tazobactam
19,tigecycline
20,amikacin
20,ceftazidime-avibactam
20,levofloxacin
20,tigecycline
21,amikacin
21,ceftazidime-avibactam
21,gentamicin
22,amikacin
22,cefepime
22,cefotaxime
22,ceftazidime
22,ceftriaxone
22,ciprofloxacin
22,gentamicin
22,levofloxacin
22,piperacillin-tazobactam
22,tigecycline
22,tobramycin
22,trimethoprim-sulfamethoxazole
23,amikacin
23,cefepime
23,cefotaxime
23,ceftazidime
23,ceftriaxone
23,ciprofloxacin
23,gentamicin
23,levofloxacin
23,piperacillin-tazobactam
23,tigecycline
23,tobramycin
23,trimethoprim-sulfamethoxazole
24,amikacin
24,cefepime
24,cefotaxime
24,ceftazidime
24,ceftriaxone
24,ciprofloxacin
24,gentamicin
24,levofloxacin
24,piperacillin-tazobactam
24,tigecycline
24,tobramycin
24,trimethoprim-sulfamethoxazole
25,amikacin
25,cefepime
25,cefotaxime
25,cefoxitin
25,ceftazidime
25,ceftriaxone
25,ciprofloxacin
25,gentamicin
25,levofloxacin
25,piperacillin-tazobactam
25,tigecycline
25,tobramycin
25,trimethoprim-sulfamethoxazole
26,amikacin
26,cefepime
26,ceftazidime
26,trimethoprim-sulfamethoxazole
27,amikacin
27,ciprofloxacin
27,gentamicin
27,levofloxacin
27,tobramycin
27,trimethoprim-sulfamethoxazole
28,amikacin
28,aztreonam
28,cefepime
28,cefotaxime
28,ceftazidime
28,ceftriaxone
28,ciprofloxacin
28,gentamicin
28,levofloxacin
28,piperacillin-tazobactam
28,tetracycline
28,tigecycline
28,tobramycin
28,trimethoprim-sulfamethoxazole
29,amikacin
29,cefepime
29,cefotaxime
29,ceftazidime
29,ceftriaxone
29,ciprofloxacin
29,gentamicin
29,levofloxacin
29,piperacillin-tazobactam
29,tigecycline
29,tobramycin
29,trimethoprim-sulfamethoxazole
30,amikacin
30,aztreonam
30,cefepime
30,cefotaxime
30,ceftazidime
30,ceftriaxone
30,ciprofloxacin
30,doripenem
30,ertapenem
30,gentamicin
30,imipenem
30,levofloxacin
30,meropenem
30,minocycline
30,piperacillin-tazobactam
30,tobramycin
30,trimethoprim-sulfamethoxazole
31,amikacin
31,cefepime
31,ciprofloxacin
31,doripenem
31,ertapenem
31,imipenem
31,levofloxacin
31,meropenem
31,tigecycline
31,trimethoprim-sulfamethoxazole
32,amikacin
32,aztreonam
32,cefepime
32,cefotaxime
32,ceftazidime
32,ceftriaxone
32,ciprofloxacin
32,doripenem
32,ertapenem
32,gentamicin
32,imipenem
32,levofloxacin
32,meropenem
32,minocycline
32,piperacillin-tazobactam
32,tigecycline
32,tobramycin
32,trimethoprim-sulfamethoxazole
33,amikacin
33,trimethoprim-sulfamethoxazole
34,ceftazidime
34,meropenem
34,minocycline
35,ceftazidime
35,meropenem
35,trimethoprim-sulfamethoxazole
36,amikacin
36,azithromycin
36,carbenicillin
36,ceftriaxone
36,erythromycin
36,gentamicin
36,meropenem
36,tobramycin
37,ceftazidime
37,meropenem
37,minocycline
37,trimethoprim-sulfamethoxazole
38,vancomycin
39,gentamicin
39,linezolid
39,vancomycin
40,amikacin
40,azithromycin
40,erythromycin
40,gentamicin
40,levofloxacin
40,meropenem
40,tobramycin
41,chloramphenicol
41,levofloxacin
41,linezolid
41,penicillin
41,rifampin
41,tetracycline
41,vancomycin
59,amikacin
59,trimethoprim-sulfamethoxazole
67,amikacin
67,cefotaxime
67,cefoxitin
67,ceftazidime
67,cephalothin
67,ciprofloxacin
67,ertapenem
67,gentamicin
67,imipenem
67,meropenem
67,tigecycline
68,amikacin
68,cephalothin
68,meropenem
68,nitrofurantoin
68,tigecycline
69,amikacin
69,cephalothin
69,ciprofloxacin
69,gentamicin
69,meropenem
69,tigecycline
70,amikacin
70,cefazolin
70,cefotaxime
70,ceftazidime
70,cephalothin
70,ciprofloxacin
70,ertapenem
70,gentamicin
70,imipenem
70,meropenem
70,nitrofurantoin
70,tigecycline
71,amikacin
71,cephalothin
71,ciprofloxacin
71,gentamicin
71,meropenem
71,nitrofurantoin
71,tigecycline
78,meropenem
85,amikacin
85,tigecycline
86,amikacin
86,meropenem
86,tetracycline
86,trimethoprim-sulfamethoxazole
87,amikacin
87,ciprofloxacin
87,ertapenem
87,gentamicin
87,levofloxacin
87,meropenem
87,tetracycline
87,tobramycin
87,trimethoprim-sulfamethoxazole
88,amikacin
88,cefepime
88,ciprofloxacin
88,gentamicin
88,levofloxacin
88,tetracycline
88,tobramycin
88,trimethoprim-sulfamethoxazole
89,amikacin
89,aztreonam
89,ciprofloxacin
89,ertapenem
89,gentamicin
89,levofloxacin
89,meropenem
89,tetracycline
89,tigecycline
90,amikacin
90,ciprofloxacin
90,gentamicin
90,levofloxacin
90,tigecycline
90,tobramycin
90,trimethoprim-sulfamethoxazole
91,amikacin
91,gentamicin
91,trimethoprim-sulfamethoxazole
92,amikacin
92,cefepime
92,doripenem
92,gentamicin
92,imipenem
92,meropenem
92,tetracycline
92,tigecycline
92,tobramycin
92,trimethoprim-sulfamethoxazole
93,amikacin
93,cefepime
93,ciprofloxacin
93,doripenem
93,ertapenem
93,gentamicin
93,imipenem
93,levofloxacin
93,meropenem
93,tetracycline
93,tigecycline
93,tobramycin
93,trimethoprim-sulfamethoxazole
94,amikacin
94,cefepime
94,doripenem
94,gentamicin
94,imipenem
94,levofloxacin
94,meropenem
94,tigecycline
94,tobramycin
95,amikacin
95,cefepime
95,ciprofloxacin
95,doripenem
95,gentamicin
95,imipenem
95,levofloxacin
95,meropenem
95,tetracycline
95,tigecycline
95,tobramycin
95,trimethoprim-sulfamethoxazole
96,amikacin
96,cefepime
96,doripenem
96,gentamicin
96,imipenem
96,meropenem
96,piperacillin-tazobactam
96,tigecycline
96,tobramycin
96,trimethoprim-sulfamethoxazole
97,amikacin
97,cefepime
97,ciprofloxacin
97,doripenem
97,gentamicin
97,levofloxacin
97,meropenem
97,tetracycline
97,tigecycline
97,tobramycin
97,trimethoprim-sulfamethoxazole
98,amikacin
98,cefepime
98,ciprofloxacin
98,doripenem
98,gentamicin
98,imipenem
98,levofloxacin
98,meropenem
98,tetracycline
98,tigecycline
98,tobramycin
98,trimethoprim-sulfamethoxazole
99,amikacin
99,cefepime
99,ciprofloxacin
99,doripenem
99,gentamicin
99,imipenem
99,levofloxacin
99,meropenem
99,tetracycline
99,tigecycline
99,tobramycin
99,trimethoprim-sulfamethoxazole
100,amikacin
100,cefepime
100,ciprofloxacin
100,gentamicin
100,levofloxacin
100,tetracycline
100,tigecycline
100,tobramycin
100,trimethoprim-sulfamethoxazole
101,amikacin
101,cefepime
101,ciprofloxacin
101,gentamicin
101,levofloxacin
101,tigecycline
101,tobramycin
101,trimethoprim-sulfamethoxazole
102,amikacin
102,doripenem
102,gentamicin
102,imipenem
102,meropenem
102,tigecycline
102,tobramycin
103,amikacin
103,gentamicin
103,imipenem
103,tigecycline
103,tobramycin
103,trimethoprim-sulfamethoxazole
104,chloramphenicol
104,tetracycline
105,amikacin
105,cefepime
105,doripenem
105,ertapenem
105,imipenem
105,levofloxacin
105,meropenem
105,piperacillin-tazobactam
105,tetracycline
105,tigecycline
105,tobramycin
106,amikacin
106,cefepime
106,ciprofloxacin
106,doripenem
106,gentamicin
106,imipenem
106,levofloxacin
106,meropenem
106,tetracycline
106,tigecycline
106,tobramycin
106,trimethoprim-sulfamethoxazole
107,amikacin
107,gentamicin
107,trimethoprim-sulfamethoxazole
108,amikacin
108,cefepime
108,ciprofloxacin
108,doripenem
108,ertapenem
108,gentamicin
108,imipenem
108,levofloxacin
108,meropenem
108,tetracycline
108,tigecycline
108,tobramycin
108,trimethoprim-sulfamethoxazole
109,amikacin
109,cefepime
109,ciprofloxacin
109,doripenem
109,ertapenem
109,gentamicin
109,imipenem
109,levofloxacin
109,meropenem
109,tetracycline
109,tigecycline
109,tobramycin
109,trimethoprim-sulfamethoxazole
110,amikacin
110,cefepime
110,doripenem
110,ertapenem
110,imipenem
110,meropenem
110,tigecycline
111,amikacin
111,cefepime
111,ciprofloxacin
111,doripenem
111,gentamicin
111,imipenem
111,levofloxacin
111,meropenem
111,tetracycline
111,tigecycline
111,tobramycin
111,trimethoprim-sulfamethoxazole
112,amikacin
112,cefepime
112,gentamicin
112,tigecycline
112,tobramycin
113,amikacin
113,cefepime
113,ciprofloxacin
113,doripenem
113,gentamicin
113,imipenem
113,levofloxacin
113,meropenem
113,tigecycline
113,tobramycin
113,trimethoprim-sulfamethoxazole
114,amikacin
114,cefepime
114,ciprofloxacin
114,doripenem
114,ertapenem
114,gentamicin
114,imipenem
114,levofloxacin
114,meropenem
114,tetracycline
114,tigecycline
114,tobramycin
114,trimethoprim-sulfamethoxazole
115,amikacin
115,cefepime
115,ertapenem
115,gentamicin
115,meropenem
115,tetracycline
115,tobramycin
115,trimethoprim-sulfamethoxazole
116,amikacin
116,ciprofloxacin
116,ertapenem
116,gentamicin
116,levofloxacin
116,meropenem
116,piperacillin-tazobactam
116,tetracycline
116,tobramycin
116,trimethoprim-sulfamethoxazole
117,amikacin
117,cefepime
117,ciprofloxacin
117,ertapenem
117,gentamicin
117,levofloxacin
117,meropenem
117,tetracycline
117,tobramycin
117,trimethoprim-sulfamethoxazole
118,amikacin
118,cefepime
118,ceftazidime
118,ciprofloxacin
118,ertapenem
118,gentamicin
118,levofloxacin
118,meropenem
118,tetracycline
118,tobramycin
118,trimethoprim-sulfamethoxazole
119,amikacin
119,cefepime
119,ciprofloxacin
119,gentamicin
119,levofloxacin
119,meropenem
119,tetracycline
119,tobramycin
119,trimethoprim-sulfamethoxazole
120,amikacin
120,ciprofloxacin
120,doripenem
120,gentamicin
120,imipenem
120,levofloxacin
120,meropenem
120,tetracycline
120,tigecycline
120,tobramycin
120,trimethoprim-sulfamethoxazole
121,amikacin
121,cefepime
121,ciprofloxacin
121,gentamicin
121,levofloxacin
121,meropenem
121,tetracycline
121,tobramycin
121,trimethoprim-sulfamethoxazole
122,amikacin
122,meropenem
122,tetracycline
123,amikacin
123,cefepime
123,gentamicin
123,meropenem
123,nitrofurantoin
123,tetracycline
123,tobramycin
123,trimethoprim-sulfamethoxazole
124,amikacin
124,cefepime
124,gentamicin
124,meropenem
124,tobramycin
124,trimethoprim-sulfamethoxazole
125,amikacin
126,amikacin
126,cefepime
126,ciprofloxacin
126,ertapenem
126,gentamicin
126,levofloxacin
126,meropenem
126,tetracycline
126,tobramycin
126,trimethoprim-sulfamethoxazole
127,amikacin
127,cefepime
127,ciprofloxacin
127,ertapenem
127,gentamicin
127,levofloxacin
127,meropenem
127,tetracycline
127,tobramycin
127,trimethoprim-sulfamethoxazole
128,amikacin
128,cefepime
128,ciprofloxacin
128,ertapenem
128,levofloxacin
128,meropenem
128,piperacillin-tazobactam
130,amikacin
130,tobramycin
131,amikacin
131,cefepime
131,ciprofloxacin
131,doripenem
131,ertapenem
131,gentamicin
131,imipenem
131,levofloxacin
131,meropenem
131,tetracycline
131,tigecycline
131,tobramycin
131,trimethoprim-sulfamethoxazole
132,amikacin
132,ciprofloxacin
132,doripenem
132,gentamicin
132,imipenem
132,levofloxacin
132,meropenem
132,tobramycin
132,trimethoprim-sulfamethoxazole
133,amikacin
133,ceftazidime-avibactam
133,tigecycline
134,amikacin
134,ceftazidime-avibactam
134,ciprofloxacin
134,doripenem
134,gentamicin
134,imipenem
134,levofloxacin
134,meropenem
134,tetracycline
134,tigecycline
134,tobramycin
134,trimethoprim-sulfamethoxazole
135,amikacin
135,cefepime
135,cefotaxime
135,ceftazidime
135,ceftriaxone
135,ciprofloxacin
135,gentamicin
135,levofloxacin
135,piperacillin-tazobactam
135,tetracycline
135,tigecycline
135,tobramycin
135,trimethoprim-sulfamethoxazole
136,amikacin
136,cefepime
136,ciprofloxacin
136,gentamicin
136,levofloxacin
136,tetracycline
136,tigecycline
136,tobramycin
136,trimethoprim-sulfamethoxazole
137,amikacin
137,ciprofloxacin
137,doripenem
137,ertapenem
137,gentamicin
137,imipenem
137,levofloxacin
137,meropenem
137,tetracycline
137,tigecycline
137,tobramycin
137,trimethoprim-sulfamethoxazole
138,amikacin
138,aztreonam
138,cefepime
138,ciprofloxacin
138,doripenem
138,ertapenem
138,gentamicin
138,imipenem
138,levofloxacin
138,meropenem
138,tetracycline
138,tigecycline
138,tobramycin
138,trimethoprim-sulfamethoxazole
139,amikacin
139,gentamicin
139,tobramycin
140,amikacin
140,chloramphenicol
140,levofloxacin
140,tigecycline
141,amikacin
141,cefepime
141,colistin
141,doripenem
141,ertapenem
141,imipenem
141,levofloxacin
141,meropenem
141,piperacillin-tazobactam
141,polymyxin B
141,tigecycline
142,amikacin
142,aztreonam
142,cefepime
142,cefotaxime
142,ceftazidime
142,ceftriaxone
142,ciprofloxacin
142,doripenem
142,ertapenem
142,gentamicin
142,imipenem
142,levofloxacin
142,meropenem
142,minocycline
142,piperacillin-tazobactam
142,tigecycline
142,tobramycin
142,trimethoprim-sulfamethoxazole
143,amikacin
143,ceftazidime-avibactam
143,ceftolozane-tazobactam
143,doripenem
143,ertapenem
143,gentamicin
143,imipenem
143,meropenem
143,minocycline
143,piperacillin-tazobactam
143,tetracycline
143,tigecycline
143,tobramycin
144,amikacin
144,ampicillin-sulbactam
144,aztreonam
144,cefepime
144,cefotaxime
144,ceftazidime-avibactam
144,ceftazidime
144,ceftolozane-tazobactam
144,ceftriaxone
144,ciprofloxacin
144,doripenem
144,ertapenem
144,gentamicin
144,imipenem
144,levofloxacin
144,meropenem
144,minocycline
144,piperacillin-tazobactam
144,tetracycline
144,tigecycline
144,tobramycin
145,amikacin
145,aztreonam
145,cefepime
145,cefotaxime
145,ceftazidime-avibactam
145,ceftazidime
145,ceftolozane-tazobactam
145,ceftriaxone
145,ciprofloxacin
145,doripenem
145,ertapenem
145,gentamicin
145,imipenem
145,levofloxacin
145,meropenem
145,minocycline
145,piperacillin-tazobactam
145,tetracycline
145,tigecycline
145,tobramycin
145,trimethoprim-sulfamethoxazole
146,amikacin
146,ceftazidime-avibactam
146,ceftolozane-tazobactam
146,doripenem
146,ertapenem
146,imipenem
146,levofloxacin
146,meropenem
146,minocycline
146,piperacillin-tazobactam
146,tigecycline
147,amikacin
147,aztreonam
147,cefepime
147,cefotaxime
147,ceftazidime-avibactam
147,ceftazidime
147,ceftolozane-tazobactam
147,ceftriaxone
147,ciprofloxacin
147,delafloxacin
147,doripenem
147,ertapenem
147,gentamicin
147,imipenem
147,levofloxacin
147,meropenem
147,minocycline
147,piperacillin-tazobactam
147,tetracycline
147,tigecycline
147,tobramycin
147,trimethoprim-sulfamethoxazole
148,ceftazidime-avibactam
148,doripenem
148,imipenem
148,meropenem
148,tigecycline
149,amikacin
149,tetracycline
150,amikacin
150,aztreonam
150,ciprofloxacin
150,gentamicin
150,levofloxacin
150,tetracycline
150,tigecycline
152,ertapenem
152,meropenem
153,amikacin
153,aztreonam
153,eravacycline
153,gentamicin
153,meropenem-vaborbactam
153,meropenem
153,minocycline
153,omadacycline
153,plazomicin
153,tetracycline
153,tigecycline
153,tobramycin
154,amikacin
154,cefiderocol
154,gentamicin
154,imipenem-relebactam
154,imipenem
154,meropenem-vaborbactam
154,meropenem
154,plazomicin
154,tetracycline
154,tigecycline
154,tobramycin
155,amikacin
155,gentamicin
155,tigecycline
156,amikacin
156,gentamicin
156,tigecycline
157,amikacin
157,aztreonam
157,cefotaxime
157,ceftazidime
157,ceftriaxone
157,ciprofloxacin
157,ertapenem
157,gentamicin
157,levofloxacin
157,meropenem
157,moxifloxacin
157,piperacillin-tazobactam
157,tobramycin
158,amikacin
158,tobramycin
159,amikacin
159,cefepime
159,ertapenem
159,gentamicin
159,meropenem
159,piperacillin-tazobactam
159,tobramycin
160,amikacin
160,gentamicin
160,tobramycin
161,amikacin
161,cefepime
161,ceftazidime-avibactam
161,ciprofloxacin
161,gentamicin
161,levofloxacin
161,tigecycline
161,tobramycin
161,trimethoprim-sulfamethoxazole
162,amikacin
163,ceftazidime-avibactam
163,meropenem-vaborbactam
163,tigecycline
164,amikacin
164,ceftazidime-avibactam
164,meropenem-vaborbactam
164,tigecycline
165,amikacin
165,ceftazidime-avibactam
165,minocycline
165,plazomicin
165,tetracycline
165,tigecycline
166,amikacin
166,gentamicin
167,amikacin
167,gentamicin
167,tigecycline
168,amikacin
168,tigecycline
169,amikacin
169,gentamicin
169,tigecycline
170,amikacin
170,tigecycline
171,amikacin
171,gentamicin
171,tigecycline
172,amikacin
172,gentamicin
172,tigecycline
173,amikacin
173,gentamicin
173,tigecycline
174,amikacin
174,ceftazidime-avibactam
174,gentamicin
174,meropenem-vaborbactam
174,tigecycline
174,tobramycin
175,amikacin
175,tigecycline
176,amikacin
176,colistin
176,tetracycline
177,amikacin
177,gentamicin
177,tigecycline
181,amikacin
184,azithromycin
184,cefepime
184,chloramphenicol
184,ciprofloxacin
184,gentamicin
184,imipenem
184,meropenem
184,nalidixic acid
184,streptomycin
184,sulfisoxazole
184,tetracycline
184,trimethoprim-sulfamethoxazole
185,azithromycin
185,cefepime
185,chloramphenicol
185,ciprofloxacin
185,gentamicin
185,imipenem
185,meropenem
185,nalidixic acid
185,streptomycin
185,sulfisoxazole
185,tetracycline
185,trimethoprim-sulfamethoxazole
186,azithromycin
186,cefepime
186,chloramphenicol
186,ciprofloxacin
186,gentamicin
186,imipenem
186,meropenem
186,nalidixic acid
186,sulfisoxazole
186,tetracycline
186,trimethoprim-sulfamethoxazole
187,azithromycin
187,cefepime
187,chloramphenicol
187,ciprofloxacin
187,gentamicin
187,imipenem
187,meropenem
187,nalidixic acid
187,streptomycin
187,sulfisoxazole
187,tetracycline
187,trimethoprim-sulfamethoxazole
188,azithromycin
188,cefepime
188,chloramphenicol
188,ciprofloxacin
188,gentamicin
188,imipenem
188,meropenem
188,nalidixic acid
188,sulfisoxazole
188,tetracycline
188,trimethoprim-sulfamethoxazole
189,azithromycin
189,cefepime
189,chloramphenicol
189,ciprofloxacin
189,gentamicin
189,imipenem
189,meropenem
189,nalidixic acid
189,streptomycin
189,tetracycline
190,amikacin
190,ceftazidime-avibactam
190,gentamicin
190,meropenem-vaborbactam
190,tobramycin
195,azithromycin
195,cefepime
195,chloramphenicol
195,ciprofloxacin
195,gentamicin
195,imipenem
195,meropenem
195,nalidixic acid
195,piperacillin-tazobactam
195,streptomycin
195,sulfisoxazole
195,trimethoprim-sulfamethoxazole
196,azithromycin
196,cefepime
196,chloramphenicol
196,ciprofloxacin
196,gentamicin
196,imipenem
196,meropenem
196,nalidixic acid
196,piperacillin-tazobactam
196,streptomycin
196,sulfisoxazole
196,trimethoprim-sulfamethoxazole
197,azithromycin
197,cefepime
197,chloramphenicol
197,ciprofloxacin
197,gentamicin
197,imipenem
197,meropenem
197,nalidixic acid
197,piperacillin-tazobactam
197,streptomycin
197,sulfisoxazole
197,trimethoprim-sulfamethoxazole
198,amikacin
198,ciprofloxacin
198,levofloxacin
198,tigecycline
199,amikacin
199,gentamicin
199,tetracycline
199,tobramycin
200,amikacin
200,gentamicin
200,tetracycline
200,tobramycin
204,tigecycline
207,amikacin
207,doripenem
207,meropenem
208,amikacin
208,ceftazidime-avibactam
208,doripenem
208,levofloxacin
208,meropenem
208,tigecycline
210,amikacin
210,cefepime
210,cefotaxime
210,ceftazidime
210,ceftriaxone
210,doripenem
210,ertapenem
210,gentamicin
210,imipenem
210,meropenem
210,piperacillin-tazobactam
210,tetracycline
210,tigecycline
210,tobramycin
211,amikacin
211,ciprofloxacin
211,levofloxacin
211,tetracycline
211,tigecycline
214,cefixime
214,cefoxitin
214,ceftriaxone
214,gentamicin
214,spectinomycin
215,cefixime
215,cefoxitin
215,ceftriaxone
215,gentamicin
215,spectinomycin
216,cefixime
216,cefoxitin
216,ceftriaxone
216,ciprofloxacin
216,gentamicin
216,spectinomycin
217,cefixime
217,cefoxitin
217,ceftriaxone
217,gentamicin
217,spectinomycin
218,cefixime
218,cefoxitin
218,ceftriaxone
218,gentamicin
218,spectinomycin
219,cefixime
219,cefoxitin
219,ceftriaxone
219,ciprofloxacin
219,gentamicin
219,spectinomycin
220,cefixime
220,cefoxitin
220,ceftriaxone
220,spectinomycin
221,cefixime
221,cefoxitin
221,ceftriaxone
221,ciprofloxacin
221,gentamicin
221,spectinomycin
222,spectinomycin
223,cefixime
223,ceftriaxone
223,spectinomycin
224,azithromycin
225,amoxicillin-clavulanic acid
225,ampicillin
225,azithromycin
225,cefoxitin
225,chloramphenicol
225,ciprofloxacin
225,gentamicin
225,meropenem
225,sulfisoxazole
225,tetracycline
225,trimethoprim-sulfamethoxazole
226,azithromycin
226,cefoxitin
226,chloramphenicol
226,ciprofloxacin
226,gentamicin
226,meropenem
226,sulfisoxazole
226,tetracycline
226,trimethoprim-sulfamethoxazole
227,amikacin
227,cefotaxime
227,ceftazidime
227,cephalothin
227,ertapenem
227,gentamicin
227,imipenem
227,meropenem
228,amikacin
228,cephalothin
228,gentamicin
228,imipenem
228,tigecycline
231,amikacin
231,cephalothin
231,gentamicin
231,imipenem
231,meropenem
232,amikacin
232,cephalothin
232,gentamicin
233,amikacin
233,ceftazidime-avibactam
233,ciprofloxacin
233,levofloxacin
233,tigecycline
233,trimethoprim-sulfamethoxazole
234,amikacin
234,cefepime
234,gentamicin
234,meropenem
235,amikacin
235,ciprofloxacin
235,ertapenem
235,levofloxacin
235,meropenem
235,plazomicin
235,tetracycline
235,tigecycline
236,amikacin
236,ceftazidime-avibactam
236,ceftolozane-tazobactam
236,doripenem
236,ertapenem
236,imipenem
236,levofloxacin
236,meropenem
236,piperacillin-tazobactam
236,plazomicin
236,tigecycline
237,amikacin
237,ceftazidime-avibactam
237,ceftolozane-tazobactam
237,doripenem
237,ertapenem
237,imipenem
237,meropenem
237,plazomicin
237,tetracycline
237,tigecycline
238,amikacin
238,ceftazidime-avibactam
238,doripenem
238,imipenem
238,meropenem
238,plazomicin
238,tigecycline
239,amikacin
239,tetracycline
240,amikacin
240,cefepime
240,chloramphenicol
240,ciprofloxacin
240,colistin
240,gentamicin
240,imipenem
240,levofloxacin
240,tetracycline
240,tobramycin
241,amikacin
241,cefepime
241,ciprofloxacin
241,gentamicin
241,levofloxacin
241,tigecycline
241,tobramycin
241,trimethoprim-sulfamethoxazole
242,amikacin
242,ciprofloxacin
242,doripenem
242,gentamicin
242,imipenem
242,levofloxacin
242,meropenem
242,tetracycline
242,tigecycline
242,tobramycin
243,amikacin
243,ciprofloxacin
243,doripenem
243,gentamicin
243,imipenem
243,levofloxacin
243,meropenem
243,tetracycline
243,tigecycline
243,tobramycin
244,amikacin
244,chloramphenicol
244,colistin
244,gentamicin
244,tetracycline
244,tobramycin
245,amikacin
245,gentamicin
245,tetracycline
245,tigecycline
245,trimethoprim-sulfamethoxazole
246,amikacin
246,ciprofloxacin
246,gentamicin
246,levofloxacin
246,tetracycline
246,tigecycline
246,tobramycin
247,amikacin
247,gentamicin
247,imipenem
248,amikacin
248,gentamicin
248,imipenem
250,tigecycline
251,azithromycin
251,cefepime
251,chloramphenicol
251,ciprofloxacin
251,gentamicin
251,imipenem
251,meropenem
251,nalidixic acid
251,streptomycin
251,sulfisoxazole
251,tetracycline
251,trimethoprim-sulfamethoxazole
252,azithromycin
252,cefepime
252,chloramphenicol
252,ciprofloxacin
252,gentamicin
252,imipenem
252,meropenem
252,nalidixic acid
252,streptomycin
252,sulfisoxazole
252,tetracycline
252,trimethoprim-sulfamethoxazole
255,azithromycin
255,ciprofloxacin
255,clindamycin
255,erythromycin
255,florfenicol
255,gentamicin
255,nalidixic acid
255,telithromycin
255,tetracycline
256,azithromycin
256,ciprofloxacin
256,clindamycin
256,erythromycin
256,florfenicol
256,gentamicin
256,nalidixic acid
256,telithromycin
256,tetracycline
257,azithromycin
257,ciprofloxacin
257,clindamycin
257,erythromycin
257,florfenicol
257,gentamicin
257,nalidixic acid
257,telithromycin
258,azithromycin
258,ciprofloxacin
258,clindamycin
258,erythromycin
258,florfenicol
258,gentamicin
258,nalidixic acid
258,telithromycin
258,tetracycline
259,azithromycin
259,ciprofloxacin
259,clindamycin
259,erythromycin
259,florfenicol
259,gentamicin
259,nalidixic acid
259,telithromycin
259,tetracycline
260,azithromycin
260,ciprofloxacin
260,clindamycin
260,erythromycin
260,florfenicol
260,gentamicin
260,nalidixic acid
260,telithromycin
261,azithromycin
261,ciprofloxacin
261,clindamycin
261,erythromycin
261,florfenicol
261,gentamicin
261,nalidixic acid
261,telithromycin
262,azithromycin
262,ciprofloxacin
262,clindamycin
262,erythromycin
262,florfenicol
262,gentamicin
262,nalidixic acid
262,telithromycin
263,azithromycin
263,ciprofloxacin
263,clindamycin
263,erythromycin
263,florfenicol
263,gentamicin
263,nalidixic acid
263,telithromycin
264,azithromycin
264,ciprofloxacin
264,clindamycin
264,erythromycin
264,florfenicol
264,gentamicin
264,nalidixic acid
264,telithromycin
265,azithromycin
265,ciprofloxacin
265,clindamycin
265,erythromycin
265,florfenicol
265,gentamicin
265,nalidixic acid
265,telithromycin
266,azithromycin
266,ciprofloxacin
266,clindamycin
266,erythromycin
266,florfenicol
266,gentamicin
266,nalidixic acid
266,telithromycin
267,azithromycin
267,ciprofloxacin
267,clindamycin
